,Descripción de productos,Unidad de Medida,Cantidad Mensual de Consenso,Precios,Córdobas,Fecha
2411,Desodorante nacional,Unidad,1.9,36.37,69.103,2020-08-01
2412,Cepillo dental,Unidad,2.49,14.780000000000001,36.802200000000006,2020-08-01
2413,Alquiler,Valor (C$) mensual,1,900,900,2020-08-01
2414,Gas butano , 25 libras,1,257.36,257.36,2020-08-01
2415,Luz eléctrica,KWH,100,3.3513622499999998,335.13622499999997,2020-08-01
2416,Agua,Galones,5292,0.029667749387150413,157.0017297568,2020-08-01
2417,Transporte ,Pasaje,240,2.5,600,2020-08-01
2418, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,465.66,289.3099485023923,2020-08-01
2419, Camisa manga corta ,Unidad,0.6600037006796985,126.89,83.74786957924694,2020-08-01
2420, Calzoncillos,Unidad,1.56501893310219,45.2,70.738855776219,2020-08-01
2421, Calcetines,Par,1.3198798072969047,29.34,38.72527354609118,2020-08-01
2422," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,430.26,185.9632355168025,2020-08-01
2423, Blusa manga corta ,Unidad,0.66,125.18,82.61880000000001,2020-08-01
2424, Pantalón largo de tela de jeans ,Unidad,0.51,453.09000000000003,231.07590000000002,2020-08-01
2425, Vestido entero ,Unidad,0.5,291.7,145.85,2020-08-01
2426, Calzones/ Bikinis,Unidad,1.23,42.02,51.6846,2020-08-01
2427, Brassier/ sostén,Unidad,0.97,51.660000000000004,50.1102,2020-08-01
2428, Sandalias de cuero sintético ,Par,0.44,245.42000000000002,107.9848,2020-08-01
2429, Traje completo,Unidad,0.5019645078350022,325.83,163.55509558787878,2020-08-01
2430, Calzones,Unidad,1.4326365541172035,32.62,46.73260439530318,2020-08-01
2431, Calcetines,Par,1.3882846737113883,29.19,40.52402962563543,2020-08-01
2432, Zapato de cuero sintético ,Par,0.44713223086502013,325.06,145.34480296498344,2020-08-01
2433,Arroz ,Libra,38,14.35,545.3,2020-09-01
2434,Frijol ,Libra,34,18.21,619.14,2020-09-01
2435,Azúcar ,Libra,30,13.040000000000001,391.20000000000005,2020-09-01
2436,Aceite ,Litro,7,38.04,266.28,2020-09-01
2437,Posta de res,Libra,8,94.89,759.12,2020-09-01
2438,Posta de cerdo,Libra,5,68.56,342.8,2020-09-01
2439,Carne de aves,Libra,8,44.78,358.24,2020-09-01
2440,Chuleta de pescado,Libra,9,80.4,723.6,2020-09-01
2441,Leche ,Litro,30,31.080000000000002,932.4000000000001,2020-09-01
2442,Huevos,Docena,7,57,399,2020-09-01
2443,Queso seco,Libra,9,64.97,584.73,2020-09-01
2444,Tortilla ,Libra,57,17.400000000000002,991.8000000000001,2020-09-01
2445,Pinolillo,Libra,10,30.42,304.20000000000005,2020-09-01
2446,Pastas alimenticias  ,Libra,5,31.5,157.5,2020-09-01
2447,Pan ,Libra,27,23.82,643.14,2020-09-01
2448,Tomate de cocinar,Libra,14,15.17,212.38,2020-09-01
2449,Cebolla blanca,Libra,8,24.7,197.6,2020-09-01
2450,Papas,Libra,15,18.150000000000002,272.25000000000006,2020-09-01
2451,Ayote,Libra,32,6.44,206.08,2020-09-01
2452,Chiltoma ,Libra,3,29.64,88.92,2020-09-01
2453,Plátano verde,Libra,16,9.31,148.96,2020-09-01
2454,Naranja ,Libra,46,5.49,252.54000000000002,2020-09-01
2455,Repollo,Libra,2,8.44,16.88,2020-09-01
2456,Jabón de lavar ropa,Unidad,12.55,15.620000000000001,196.03100000000003,2020-09-01
2457,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.15,88.10549999999999,2020-09-01
2458,Pasta dental,Unidad de 115 grs ,2.13,35.25,75.0825,2020-09-01
2459,Fósforos,Cajita de 40 cerillos,10.87,1.9100000000000001,20.7617,2020-09-01
2460,Escoba ,Unidad,1.22,60.92,74.3224,2020-09-01
2461,Papel higiénico,Rollos,10.71,14.780000000000001,158.29380000000003,2020-09-01
2462,Jabón de baño,Unidad,4.67,12.280000000000001,57.34760000000001,2020-09-01
2463,Toallas sanitarias ,Bolsa de 10 unid,2.21,21.63,47.802299999999995,2020-09-01
2464,Desodorante nacional,Unidad,1.9,36.29,68.951,2020-09-01
2465,Cepillo dental,Unidad,2.49,14.91,37.1259,2020-09-01
2466,Alquiler,Valor (C$) mensual,1,900,900,2020-09-01
2467,Gas butano , 25 libras,1,261.22,261.22,2020-09-01
2468,Luz eléctrica,KWH,100,3.3513622499999998,335.13622499999997,2020-09-01
2469,Agua,Galones,5292,0.029667749387150413,157.0017297568,2020-09-01
2470,Transporte ,Pasaje,240,2.5,600,2020-09-01
2471, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,467.26,290.30401266423524,2020-09-01
2472, Camisa manga corta ,Unidad,0.6600037006796985,127.21000000000001,83.95907076346445,2020-09-01
2473, Calzoncillos,Unidad,1.56501893310219,44.7,69.9563463096679,2020-09-01
2474, Calcetines,Par,1.3198798072969047,29.44,38.85726152682088,2020-09-01
2475," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,428.6,185.2457647527113,2020-09-01
2476, Blusa manga corta ,Unidad,0.66,135.41,89.3706,2020-09-01
2477, Pantalón largo de tela de jeans ,Unidad,0.51,453.8,231.43800000000002,2020-09-01
2478, Vestido entero ,Unidad,0.5,277.42,138.71,2020-09-01
2479, Calzones/ Bikinis,Unidad,1.23,42.17,51.8691,2020-09-01
2480, Brassier/ sostén,Unidad,0.97,51.17,49.6349,2020-09-01
2481, Sandalias de cuero sintético ,Par,0.44,244.71,107.67240000000001,2020-09-01
2482, Traje completo,Unidad,0.5019645078350022,328.41,164.8501640180931,2020-09-01
2483, Calzones,Unidad,1.4326365541172035,32.62,46.73260439530318,2020-09-01
2484, Calcetines,Par,1.3882846737113883,29.68,41.204289115754,2020-09-01
2485, Zapato de cuero sintético ,Par,0.44713223086502013,325.09000000000003,145.3582169319094,2020-09-01
2486,Arroz ,Libra,38,14.35,545.3,2020-10-01
2487,Frijol ,Libra,34,16.69,567.46,2020-10-01
2488,Azúcar ,Libra,30,13.07,392.1,2020-10-01
2489,Aceite ,Litro,7,38.39,268.73,2020-10-01
2490,Posta de res,Libra,8,95.05,760.4,2020-10-01
2491,Posta de cerdo,Libra,5,72.59,362.95000000000005,2020-10-01
2492,Carne de aves,Libra,8,44.9,359.2,2020-10-01
2493,Chuleta de pescado,Libra,9,81.41,732.6899999999999,2020-10-01
2494,Leche ,Litro,30,31.07,932.1,2020-10-01
2495,Huevos,Docena,7,56.44,395.08,2020-10-01
2496,Queso seco,Libra,9,72.66,653.9399999999999,2020-10-01
2497,Tortilla ,Libra,57,17.41,992.37,2020-10-01
2498,Pinolillo,Libra,10,30.41,304.1,2020-10-01
2499,Pastas alimenticias  ,Libra,5,31.42,157.10000000000002,2020-10-01
2500,Pan ,Libra,27,23.68,639.36,2020-10-01
2501,Tomate de cocinar,Libra,14,15.88,222.32000000000002,2020-10-01
2502,Cebolla blanca,Libra,8,26.48,211.84,2020-10-01
2503,Papas,Libra,15,16.66,249.9,2020-10-01
2504,Ayote,Libra,32,6.33,202.56,2020-10-01
2505,Chiltoma ,Libra,3,28.04,84.12,2020-10-01
2506,Plátano verde,Libra,16,9.290000000000001,148.64000000000001,2020-10-01
2507,Naranja ,Libra,46,5.7,262.2,2020-10-01
2508,Repollo,Libra,2,8.38,16.76,2020-10-01
2509,Jabón de lavar ropa,Unidad,12.55,15.65,196.40750000000003,2020-10-01
2510,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.06,85.5882,2020-10-01
2511,Pasta dental,Unidad de 115 grs ,2.13,35.46,75.5298,2020-10-01
2512,Fósforos,Cajita de 40 cerillos,10.87,1.68,18.261599999999998,2020-10-01
2513,Escoba ,Unidad,1.22,61.370000000000005,74.87140000000001,2020-10-01
2514,Papel higiénico,Rollos,10.71,14.86,159.1506,2020-10-01
2515,Jabón de baño,Unidad,4.67,12.65,59.0755,2020-10-01
2516,Toallas sanitarias ,Bolsa de 10 unid,2.21,21.8,48.178,2020-10-01
2517,Desodorante nacional,Unidad,1.9,35.980000000000004,68.36200000000001,2020-10-01
2518,Cepillo dental,Unidad,2.49,14.73,36.6777,2020-10-01
2519,Alquiler,Valor (C$) mensual,1,900,900,2020-10-01
2520,Gas butano , 25 libras,1,264.78000000000003,264.78000000000003,2020-10-01
2521,Luz eléctrica,KWH,100,3.3513622499999998,335.13622499999997,2020-10-01
2522,Agua,Galones,5292,0.029667749387150413,157.0017297568,2020-10-01
2523,Transporte ,Pasaje,240,2.5,600,2020-10-01
2524, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,466.38,289.75727737522163,2020-10-01
2525, Camisa manga corta ,Unidad,0.6600037006796985,124.39,82.09786032754769,2020-10-01
2526, Calzoncillos,Unidad,1.56501893310219,44.980000000000004,70.39455161093652,2020-10-01
2527, Calcetines,Par,1.3198798072969047,29.21,38.55368917114259,2020-10-01
2528," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,430.74,186.17069694256384,2020-10-01
2529, Blusa manga corta ,Unidad,0.66,136.56,90.12960000000001,2020-10-01
2530, Pantalón largo de tela de jeans ,Unidad,0.51,454.78000000000003,231.9378,2020-10-01
2531, Vestido entero ,Unidad,0.5,278.54,139.27,2020-10-01
2532, Calzones/ Bikinis,Unidad,1.23,42.45,52.2135,2020-10-01
2533, Brassier/ sostén,Unidad,0.97,50.83,49.305099999999996,2020-10-01
2534, Sandalias de cuero sintético ,Par,0.44,244.58,107.6152,2020-10-01
2535, Traje completo,Unidad,0.5019645078350022,321.48,161.37154997879654,2020-10-01
2536, Calzones,Unidad,1.4326365541172035,32.65,46.77558349192669,2020-10-01
2537, Calcetines,Par,1.3882846737113883,30.11,41.8012515254499,2020-10-01
2538, Zapato de cuero sintético ,Par,0.44713223086502013,325.15000000000003,145.3850448657613,2020-10-01
2539,Arroz ,Libra,38,14.39,546.82,2020-11-01
2540,Frijol ,Libra,34,17.27,587.18,2020-11-01
2541,Azúcar ,Libra,30,13.12,393.59999999999997,2020-11-01
2542,Aceite ,Litro,7,38.75,271.25,2020-11-01
2543,Posta de res,Libra,8,95.24,761.92,2020-11-01
2544,Posta de cerdo,Libra,5,71.45,357.25,2020-11-01
2545,Carne de aves,Libra,8,44.98,359.84,2020-11-01
2546,Chuleta de pescado,Libra,9,83.44,750.96,2020-11-01
2547,Leche ,Litro,30,30.99,929.6999999999999,2020-11-01
2548,Huevos,Docena,7,56.23,393.60999999999996,2020-11-01
2549,Queso seco,Libra,9,78.34,705.0600000000001,2020-11-01
2550,Tortilla ,Libra,57,16.63,947.91,2020-11-01
2551,Pinolillo,Libra,10,30.47,304.7,2020-11-01
2552,Pastas alimenticias  ,Libra,5,31.5,157.5,2020-11-01
2553,Pan ,Libra,27,22.96,619.9200000000001,2020-11-01
2554,Tomate de cocinar,Libra,14,16.87,236.18,2020-11-01
2555,Cebolla blanca,Libra,8,31.02,248.16,2020-11-01
2556,Papas,Libra,15,20.58,308.7,2020-11-01
2557,Ayote,Libra,32,7.2,230.4,2020-11-01
2558,Chiltoma ,Libra,3,32.16,96.47999999999999,2020-11-01
2559,Plátano verde,Libra,16,9.99,159.84,2020-11-01
2560,Naranja ,Libra,46,6.31,290.26,2020-11-01
2561,Repollo,Libra,2,8.06,16.12,2020-11-01
2562,Jabón de lavar ropa,Unidad,12.55,15.55,195.15250000000003,2020-11-01
2563,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.16,88.3852,2020-11-01
2564,Pasta dental,Unidad de 115 grs ,2.13,35.62,75.8706,2020-11-01
2565,Fósforos,Cajita de 40 cerillos,10.87,1.68,18.261599999999998,2020-11-01
2566,Escoba ,Unidad,1.22,61.17,74.6274,2020-11-01
2567,Papel higiénico,Rollos,10.71,15,160.65,2020-11-01
2568,Jabón de baño,Unidad,4.67,11.68,54.5456,2020-11-01
2569,Toallas sanitarias ,Bolsa de 10 unid,2.21,21.84,48.2664,2020-11-01
2570,Desodorante nacional,Unidad,1.9,36.74,69.806,2020-11-01
2571,Cepillo dental,Unidad,2.49,14.96,37.250400000000006,2020-11-01
2572,Alquiler,Valor (C$) mensual,1,900,900,2020-11-01
2573,Gas butano , 25 libras,1,270.95,270.95,2020-11-01
2574,Luz eléctrica,KWH,100,3.3513622499999998,335.13622499999997,2020-11-01
2575,Agua,Galones,5292,0.029667749387150413,157.0017297568,2020-11-01
2576,Transporte ,Pasaje,240,2.5,600,2020-11-01
2577, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,467.69,290.57116740773057,2020-11-01
2578, Camisa manga corta ,Unidad,0.6600037006796985,124.3,82.03845999448652,2020-11-01
2579, Calzoncillos,Unidad,1.56501893310219,44.24,69.2364376004409,2020-11-01
2580, Calcetines,Par,1.3198798072969047,29.41,38.81766513260197,2020-11-01
2581," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,430.01,185.85518269088516,2020-11-01
2582, Blusa manga corta ,Unidad,0.66,135.59,89.4894,2020-11-01
2583, Pantalón largo de tela de jeans ,Unidad,0.51,459.26,234.2226,2020-11-01
2584, Vestido entero ,Unidad,0.5,280.28,140.14,2020-11-01
2585, Calzones/ Bikinis,Unidad,1.23,42.48,52.25039999999999,2020-11-01
2586, Brassier/ sostén,Unidad,0.97,50.59,49.0723,2020-11-01
2587, Sandalias de cuero sintético ,Par,0.44,242.95,106.898,2020-11-01
2588, Traje completo,Unidad,0.5019645078350022,322.09,161.67774832857586,2020-11-01
2589, Calzones,Unidad,1.4326365541172035,32.4,46.417424353397394,2020-11-01
2590, Calcetines,Par,1.3882846737113883,29.98,41.620774517867424,2020-11-01
2591, Zapato de cuero sintético ,Par,0.44713223086502013,322.92,144.3879399909323,2020-11-01
2592,Arroz ,Libra,38,14.43,548.34,2020-12-01
2593,Frijol ,Libra,34,19.74,671.16,2020-12-01
2594,Azúcar ,Libra,30,13.28,398.4,2020-12-01
2595,Aceite ,Litro,7,41.67,291.69,2020-12-01
2596,Posta de res,Libra,8,96.34,770.72,2020-12-01
2597,Posta de cerdo,Libra,5,70.69,353.45,2020-12-01
2598,Carne de aves,Libra,8,44.43,355.44,2020-12-01
2599,Chuleta de pescado,Libra,9,83.92,755.28,2020-12-01
2600,Leche ,Litro,30,31.25,937.5,2020-12-01
2601,Huevos,Docena,7,57.51,402.57,2020-12-01
2602,Queso seco,Libra,9,79.29,713.61,2020-12-01
2603,Tortilla ,Libra,57,13.74,783.1800000000001,2020-12-01
2604,Pinolillo,Libra,10,30.47,304.7,2020-12-01
2605,Pastas alimenticias  ,Libra,5,32.2,161,2020-12-01
2606,Pan ,Libra,27,19.25,519.75,2020-12-01
2607,Tomate de cocinar,Libra,14,17.33,242.61999999999998,2020-12-01
2608,Cebolla blanca,Libra,8,34.75,278,2020-12-01
2609,Papas,Libra,15,21.72,325.79999999999995,2020-12-01
2610,Ayote,Libra,32,8.19,262.08,2020-12-01
2611,Chiltoma ,Libra,3,43.25,129.75,2020-12-01
2612,Plátano verde,Libra,16,9.72,155.52,2020-12-01
2613,Naranja ,Libra,46,6.55,301.3,2020-12-01
2614,Repollo,Libra,2,9.85,19.7,2020-12-01
2615,Jabón de lavar ropa,Unidad,12.55,15.33,192.3915,2020-12-01
2616,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.16,88.3852,2020-12-01
2617,Pasta dental,Unidad de 115 grs ,2.13,35.62,75.8706,2020-12-01
2618,Fósforos,Cajita de 40 cerillos,10.87,1.68,18.261599999999998,2020-12-01
2619,Escoba ,Unidad,1.22,61.46,74.9812,2020-12-01
2620,Papel higiénico,Rollos,10.71,15.07,161.39970000000002,2020-12-01
2621,Jabón de baño,Unidad,4.67,12.86,60.0562,2020-12-01
2622,Toallas sanitarias ,Bolsa de 10 unid,2.21,21.92,48.443200000000004,2020-12-01
2623,Desodorante nacional,Unidad,1.9,37.07,70.43299999999999,2020-12-01
2624,Cepillo dental,Unidad,2.49,15.1,37.599000000000004,2020-12-01
2625,Alquiler,Valor (C$) mensual,1,900,900,2020-12-01
2626,Gas butano , 25 libras,1,282.3,282.3,2020-12-01
2627,Luz eléctrica,KWH,100,3.3513622499999998,335.13622499999997,2020-12-01
2628,Agua,Galones,5292,0.029667749387150413,157.0017297568,2020-12-01
2629,Transporte ,Pasaje,240,2.5,600,2020-12-01
2630, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,470,292.00634754139145,2020-12-01
2631, Camisa manga corta ,Unidad,0.6600037006796985,125.96,83.13406613761482,2020-12-01
2632, Calzoncillos,Unidad,1.56501893310219,44.58,69.76854403769563,2020-12-01
2633, Calcetines,Par,1.3198798072969047,29.64,39.12123748828026,2020-12-01
2634," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,431.91,186.67638416785704,2020-12-01
2635, Blusa manga corta ,Unidad,0.66,135.59,89.4894,2020-12-01
2636, Pantalón largo de tela de jeans ,Unidad,0.51,462.12,235.68120000000002,2020-12-01
2637, Vestido entero ,Unidad,0.5,282.17,141.085,2020-12-01
2638, Calzones/ Bikinis,Unidad,1.23,42.48,52.25039999999999,2020-12-01
2639, Brassier/ sostén,Unidad,0.97,50.78,49.2566,2020-12-01
2640, Sandalias de cuero sintético ,Par,0.44,242.96,106.9024,2020-12-01
2641, Traje completo,Unidad,0.5019645078350022,323.78,162.526068346817,2020-12-01
2642, Calzones,Unidad,1.4326365541172035,33.11,47.43459630682061,2020-12-01
2643, Calcetines,Par,1.3882846737113883,30.61,42.4953938623056,2020-12-01
2644, Zapato de cuero sintético ,Par,0.44713223086502013,323.6,144.69198990792052,2020-12-01
2645,Arroz ,Libra,38,13.16,500.08,2019-01-01
2646,Frijol ,Libra,34,15.41,523.94,2019-01-01
2647,Azúcar ,Libra,30,11.99,359.7,2019-01-01
2648,Aceite ,Litro,7,34.74,243.18,2019-01-01
2649,Posta de res,Libra,8,85.4,683.2,2019-01-01
2650,Posta de cerdo,Libra,5,67.82,339.09999999999997,2019-01-01
2651,Carne de aves,Libra,8,44.81,358.48,2019-01-01
2652,Chuleta de pescado,Libra,9,78.97,710.73,2019-01-01
2653,Leche ,Litro,30,28.15,844.5,2019-01-01
2654,Huevos,Docena,7,55.1,385.7,2019-01-01
2655,Queso seco,Libra,9,72.18,649.6200000000001,2019-01-01
2656,Tortilla ,Libra,57,16.86,961.02,2019-01-01
2657,Pinolillo,Libra,10,27.9,279,2019-01-01
2658,Pastas alimenticias  ,Libra,5,27.98,139.9,2019-01-01
2659,Pan ,Libra,27,20.86,563.22,2019-01-01
2660,Tomate de cocinar,Libra,14,17.14,239.96,2019-01-01
2661,Cebolla blanca,Libra,8,23.6,188.8,2019-01-01
2662,Papas,Libra,15,16.66,249.9,2019-01-01
2663,Ayote,Libra,32,6.61,211.52,2019-01-01
2664,Chiltoma ,Libra,3,32.47,97.41,2019-01-01
2665,Plátano verde,Libra,16,7.94,127.04,2019-01-01
2666,Naranja ,Libra,46,5.62,258.52,2019-01-01
2667,Repollo,Libra,2,10.68,21.36,2019-01-01
2668,Jabón de lavar ropa,Unidad,12.55,12.6,158.13,2019-01-01
2669,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.7,103.489,2019-01-01
2670,Pasta dental,Unidad de 115 grs ,2.13,30.75,65.4975,2019-01-01
2671,Fósforos,Cajita de 40 cerillos,10.87,1.28,13.913599999999999,2019-01-01
2672,Escoba ,Unidad,1.22,47.7,58.194,2019-01-01
2673,Papel higiénico,Rollos,10.71,11.64,124.66440000000001,2019-01-01
2674,Jabón de baño,Unidad,4.67,8.98,41.9366,2019-01-01
2675,Toallas sanitarias ,Bolsa de 10 unid,2.21,17.46,38.586600000000004,2019-01-01
2676,Desodorante nacional,Unidad,1.9,28.24,53.65599999999999,2019-01-01
2677,Cepillo dental,Unidad,2.49,11.84,29.481600000000004,2019-01-01
2678,Alquiler,Valor (C$) mensual,1,900,900,2019-01-01
2679,Gas butano , 25 libras,1,281.42,281.42,2019-01-01
2680,Luz eléctrica,KWH,100,2.9723657500000003,297.236575,2019-01-01
2681,Agua,Galones,5292,0.028826127878155708,152.5478687312,2019-01-01
2682,Transporte ,Pasaje,240,2.5,600,2019-01-01
2683, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,452.34,281.034364355049,2019-01-01
2684, Camisa manga corta ,Unidad,0.6600037006796985,123.15,81.27945573870487,2019-01-01
2685, Calzoncillos,Unidad,1.56501893310219,41.02,64.19707663585184,2019-01-01
2686, Calcetines,Par,1.3198798072969047,27.75,36.626664652489104,2019-01-01
2687," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,410.73,177.52214875613885,2019-01-01
2688, Blusa manga corta ,Unidad,0.66,119.62,78.9492,2019-01-01
2689, Pantalón largo de tela de jeans ,Unidad,0.51,420.35,214.3785,2019-01-01
2690, Vestido entero ,Unidad,0.5,283.75,141.875,2019-01-01
2691, Calzones/ Bikinis,Unidad,1.23,39.64,48.7572,2019-01-01
2692, Brassier/ sostén,Unidad,0.97,44.88,43.5336,2019-01-01
2693, Sandalias de cuero sintético ,Par,0.44,233.39,102.6916,2019-01-01
2694, Traje completo,Unidad,0.5019645078350022,297.93,149.5502858192822,2019-01-01
2695, Calzones,Unidad,1.4326365541172035,27.93,40.01353895649349,2019-01-01
2696, Calcetines,Par,1.3882846737113883,27.5,38.17782852706318,2019-01-01
2697, Zapato de cuero sintético ,Par,0.44713223086502013,330.17,147.6296486647037,2019-01-01
2698,Arroz ,Libra,38,13.08,497.04,2019-02-01
2699,Frijol ,Libra,34,15.19,516.46,2019-02-01
2700,Azúcar ,Libra,30,12.09,362.7,2019-02-01
2701,Aceite ,Litro,7,34.29,240.03,2019-02-01
2702,Posta de res,Libra,8,81.18,649.44,2019-02-01
2703,Posta de cerdo,Libra,5,65.58,327.9,2019-02-01
2704,Carne de aves,Libra,8,44.94,359.52,2019-02-01
2705,Chuleta de pescado,Libra,9,79.35000000000001,714.1500000000001,2019-02-01
2706,Leche ,Litro,30,28.39,851.7,2019-02-01
2707,Huevos,Docena,7,53.99,377.93,2019-02-01
2708,Queso seco,Libra,9,74.13,667.17,2019-02-01
2709,Tortilla ,Libra,57,16.62,947.34,2019-02-01
2710,Pinolillo,Libra,10,27.79,277.9,2019-02-01
2711,Pastas alimenticias  ,Libra,5,28.5,142.5,2019-02-01
2712,Pan ,Libra,27,20.46,552.4200000000001,2019-02-01
2713,Tomate de cocinar,Libra,14,14.870000000000001,208.18,2019-02-01
2714,Cebolla blanca,Libra,8,21.34,170.72,2019-02-01
2715,Papas,Libra,15,15.790000000000001,236.85000000000002,2019-02-01
2716,Ayote,Libra,32,6.390000000000001,204.48000000000002,2019-02-01
2717,Chiltoma ,Libra,3,29.16,87.48,2019-02-01
2718,Plátano verde,Libra,16,8.33,133.28,2019-02-01
2719,Naranja ,Libra,46,6.01,276.46,2019-02-01
2720,Repollo,Libra,2,10.6,21.2,2019-02-01
2721,Jabón de lavar ropa,Unidad,12.55,12.66,158.883,2019-02-01
2722,Detergente en polvo,Bolsita de 40 gramos ,27.97,3.8200000000000003,106.8454,2019-02-01
2723,Pasta dental,Unidad de 115 grs ,2.13,30.66,65.30579999999999,2019-02-01
2724,Fósforos,Cajita de 40 cerillos,10.87,1.35,14.6745,2019-02-01
2725,Escoba ,Unidad,1.22,48.81,59.5482,2019-02-01
2726,Papel higiénico,Rollos,10.71,11.67,124.98570000000001,2019-02-01
2727,Jabón de baño,Unidad,4.67,8.51,39.7417,2019-02-01
2728,Toallas sanitarias ,Bolsa de 10 unid,2.21,17.64,38.9844,2019-02-01
